fact_id,question,template,gold_answer,direct_model_answer,relative_model_answer,direct_correct,relative_correct,model
run_0016,Provide the events from earliest to latest.,order.full,"First NHL game played, First Women's World Cup held, Me Too Movement Emerges, First artificial heart transplant, First 4G network launched, Common Core Standards Released, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, EU founded (Maastricht Treaty), Insulin discovered, First multinational crewed mission","Me Too Movement Emerges, First artificial heart transplant, First 4G network launched, Common Core Standards Released, First Women's World Cup held, First NHL game played, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, EU founded (Maastricht Treaty), Insulin discovered, First multinational crewed mission","First NHL game played, First Women's World Cup held, Me Too Movement Emerges, First artificial heart transplant, First 4G network launched, Common Core Standards Released, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, EU founded (Maastricht Treaty), Insulin discovered, First multinational crewed mission",0,1,gemini:gemini-2.0-flash
run_0016,What is the reverse order of the events?,order.reverse,"First multinational crewed mission, Insulin discovered, EU founded (Maastricht Treaty), First image of black hole released, HIV identified, First Rugby World Cup held, Fukushima nuclear disaster, Magna Carta sealed, Tokyo Olympics held, Common Core Standards Released, First 4G network launched, First artificial heart transplant, Me Too Movement Emerges, First Women's World Cup held, First NHL game played","First multinational crewed mission, Insulin discovered, HIV identified, EU founded (Maastricht Treaty), First image of black hole released, First Rugby World Cup held, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, Common Core Standards Released, First 4G network launched, First artificial heart transplant, Me Too Movement Emerges, First Women's World Cup held, First NHL game played","First image of black hole released, HIV identified, First 4G network launched, First artificial heart transplant, Me Too Movement Emerges, First Women's World Cup held, First NHL game played, Fukushima nuclear disaster, Magna Carta sealed, Tokyo Olympics held, Common Core Standards Released, EU founded (Maastricht Treaty), First multinational crewed mission, Insulin discovered, First Rugby World Cup held",0,0,gemini:gemini-2.0-flash
run_0016,Which event ranks 15th in the timeline?,order.nth,First multinational crewed mission,,First image of black hole released,0,0,gemini:gemini-2.0-flash
run_0016,What was the duration of Magna Carta sealed?,dur.single,27 days,27 days,27 days,1,1,gemini:gemini-2.0-flash
run_0016,Identify the longest-lasting event.,dur.longest,First multinational crewed mission,First multinational crewed mission,First Rugby World Cup held,1,0,gemini:gemini-2.0-flash
run_0016,Identify the shortest-lasting event.,dur.shortest,First artificial heart transplant,"First artificial heart transplant, Tokyo Olympics held",First artificial heart transplant,0,1,gemini:gemini-2.0-flash
run_0016,Which of First image of black hole released and Tokyo Olympics held occurred first?,order.first,Tokyo Olympics held,Tokyo Olympics held,First image of black hole released,1,0,gemini:gemini-2.0-flash
run_0016,Which events are at the start and end of the timeline?,order.first_last,"First NHL game played, First multinational crewed mission","Me Too Movement Emerges, First multinational crewed mission","First NHL game played, First image of black hole released",0,0,gemini:gemini-2.0-flash
run_0016,Which events occurred more than 2 times?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0016,Identify events sharing the same frequency.,count.same,"First NHL game played, First Women's World Cup held, Me Too Movement Emerges, First artificial heart transplant, First 4G network launched, Common Core Standards Released, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, EU founded (Maastricht Treaty), Insulin discovered, First multinational crewed mission",,"First Rugby World Cup held, Me Too Movement Emerges, HIV identified, Magna Carta sealed, First multinational crewed mission",0,0,gemini:gemini-2.0-flash
run_0016,Days between end of Fukushima nuclear disaster and start of Me Too Movement Emerges?,int.between,0 days,182 days,41 days,0,0,gemini:gemini-2.0-flash
run_0016,Count of events in the timeline?,order.count,15,15,15,1,1,gemini:gemini-2.0-flash
run_0016,Identify the middle event chronologically.,order.middle,Magna Carta sealed,First image of black hole released,First Rugby World Cup held,0,0,gemini:gemini-2.0-flash
run_0016,Compute the mean event duration.,dur.average,14 days,20 days,15 days,0,1,gemini:gemini-2.0-flash
run_0016,"Which events, sorted by increasing duration, occurred?",dur.each_asc,"First artificial heart transplant, Tokyo Olympics held, EU founded (Maastricht Treaty), First NHL game played, First image of black hole released, First 4G network launched, Insulin discovered, Me Too Movement Emerges, Common Core Standards Released, First Women's World Cup held, HIV identified, Fukushima nuclear disaster, First Rugby World Cup held, Magna Carta sealed, First multinational crewed mission","First artificial heart transplant, Tokyo Olympics held, EU founded (Maastricht Treaty), First NHL game played, First 4G network launched, Common Core Standards Released, Me Too Movement Emerges, First Women's World Cup held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, Insulin discovered, First multinational crewed mission","First artificial heart transplant, Tokyo Olympics held, EU founded (Maastricht Treaty), First image of black hole released, First 4G network launched, Insulin discovered, Me Too Movement Emerges, HIV identified, Common Core Standards Released, Magna Carta sealed, First multinational crewed mission, First Rugby World Cup held, Fukushima nuclear disaster, First NHL game played",0,0,gemini:gemini-2.0-flash
run_0016,"Which events, sorted by decreasing duration, occurred?",dur.each_desc,"First multinational crewed mission, Magna Carta sealed, First Rugby World Cup held, Fukushima nuclear disaster, HIV identified, First Women's World Cup held, Common Core Standards Released, Me Too Movement Emerges, Insulin discovered, First 4G network launched, First image of black hole released, First NHL game played, Tokyo Olympics held, EU founded (Maastricht Treaty), First artificial heart transplant","First multinational crewed mission, First Rugby World Cup held, HIV identified, Fukushima nuclear disaster, Common Core Standards Released, First Women's World Cup held, Insulin discovered, First image of black hole released, First 4G network launched, Me Too Movement Emerges, EU founded (Maastricht Treaty), Tokyo Olympics held, First NHL game played, Magna Carta sealed, First artificial heart transplant","First Rugby World Cup held, Magna Carta sealed, First multinational crewed mission, HIV identified, Common Core Standards Released, Me Too Movement Emerges, First 4G network launched, First image of black hole released, First NHL game played, Insulin discovered, EU founded (Maastricht Treaty), Tokyo Olympics held",0,0,gemini:gemini-2.0-flash
run_0016,What are the time intervals between consecutive events?,int.between_consecutive,"10 days, 0 days, 15 days, 19 days, 15 days, 18 days, 12 days, 9 days, 18 days, 12 days, 5 days, 11 days, 4 days, 4 days",,"19 days, 16 days, 1 days, 20 days, 6 days, 12 days, 5 days, 5 days, 16 days, 19 days, 13 days, 10 days, 11 days",0,0,gemini:gemini-2.0-flash
run_0016,Does First multinational crewed mission occur before Magna Carta sealed?,int.precedes,no,No,Yes,1,0,gemini:gemini-2.0-flash
run_0016,Which events happened between First multinational crewed mission and First Women's World Cup held?,list.between,"Me Too Movement Emerges, First artificial heart transplant, First 4G network launched, Common Core Standards Released, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, EU founded (Maastricht Treaty), Insulin discovered",,"First 4G network launched, Common Core Standards Released, Tokyo Olympics held, Magna Carta sealed, Fukushima nuclear disaster, First Rugby World Cup held, HIV identified, First image of black hole released, EU founded (Maastricht Treaty), Me Too Movement Emerges, First artificial heart transplant",0,0,gemini:gemini-2.0-flash
run_0017,List the events in chronological order.,order.full,"Miracle on Ice occurs, Euro currency introduced, First social media platform, First Hot Air Balloon Flight, First Text Message Sent, Pioneer 10 exits Solar System, First mobile phone call, First computer built, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, Black Monday market crash, Facebook launched, AI chatbot released, Vietnam War: US ground troops arrive","Miracle on Ice occurs, Euro currency introduced, First social media platform, First Hot Air Balloon Flight, First Text Message Sent, Pioneer 10 exits Solar System, First mobile phone call, First computer built, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, Black Monday market crash, Facebook launched, AI chatbot released, Vietnam War: US ground troops arrive","First mobile phone call, First computer built, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, Black Monday market crash, Facebook launched, First social media platform, Euro currency introduced, First Hot Air Balloon Flight, First Text Message Sent, Pioneer 10 exits Solar System, AI chatbot released, Vietnam War: US ground troops arrive, Miracle on Ice occurs",1,0,gemini:gemini-2.0-flash
run_0017,List the events in reverse chronological order.,order.reverse,"Vietnam War: US ground troops arrive, AI chatbot released, Facebook launched, Black Monday market crash, First bionic limb fitted, First Rugby World Cup held, Shakespeare's Globe opens, First computer built, First mobile phone call, Pioneer 10 exits Solar System, First Text Message Sent, First Hot Air Balloon Flight, First social media platform, Euro currency introduced, Miracle on Ice occurs","Vietnam War: US ground troops arrive, AI chatbot released, Facebook launched, Black Monday market crash, First bionic limb fitted, First Rugby World Cup held, Shakespeare's Globe opens, First computer built, First mobile phone call, Pioneer 10 exits Solar System, First Text Message Sent, First social media platform, Euro currency introduced, First Hot Air Balloon Flight, Miracle on Ice occurs","Vietnam War: US ground troops arrive, AI chatbot released, Facebook launched, Black Monday market crash, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, First Hot Air Balloon Flight, First social media platform, Euro currency introduced, Miracle on Ice occurs, Pioneer 10 exits Solar System, First Text Message Sent, First computer built, First mobile phone call",0,0,gemini:gemini-2.0-flash
run_0017,Tell me the 12th event in order.,order.nth,Black Monday market crash,Black Monday market crash,First computer built,1,0,gemini:gemini-2.0-flash
run_0017,Euro currency introduced lasted how many days?,dur.single,5 days,5 days,5 days,1,1,gemini:gemini-2.0-flash
run_0017,Which event lasted the longest?,dur.longest,First Hot Air Balloon Flight,First Hot Air Balloon Flight,First Text Message Sent,1,0,gemini:gemini-2.0-flash
run_0017,What event had the minimum duration?,dur.shortest,AI chatbot released,AI chatbot released,AI chatbot released,1,1,gemini:gemini-2.0-flash
run_0017,"What occurred earlier, First computer built or Facebook launched?",order.first,First computer built,First computer built,First computer built,1,1,gemini:gemini-2.0-flash
run_0017,Which events are at the start and end of the timeline?,order.first_last,"Miracle on Ice occurs, Vietnam War: US ground troops arrive","Miracle on Ice occurs, Vietnam War: US ground troops arrive","First computer built, Vietnam War: US ground troops arrive",1,0,gemini:gemini-2.0-flash
run_0017,Which items exceed 5 occurrences?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0017,Which events have the same occurrence count?,count.same,"Miracle on Ice occurs, Euro currency introduced, First social media platform, First Hot Air Balloon Flight, First Text Message Sent, Pioneer 10 exits Solar System, First mobile phone call, First computer built, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, Black Monday market crash, Facebook launched, AI chatbot released, Vietnam War: US ground troops arrive",AI chatbot released,,0,0,gemini:gemini-2.0-flash
run_0017,Interval between Vietnam War: US ground troops arrive end and Miracle on Ice occurs start?,int.between,0 days,291 days,108 days,0,0,gemini:gemini-2.0-flash
run_0017,Count of events in the timeline?,order.count,15,15,15,1,1,gemini:gemini-2.0-flash
run_0017,Which event is in the middle of the sequence?,order.middle,First computer built,First bionic limb fitted,First social media platform,0,0,gemini:gemini-2.0-flash
run_0017,What is the average duration of all events?,dur.average,16 days,27 days,16 days,0,1,gemini:gemini-2.0-flash
run_0017,List events with durations in ascending order.,dur.each_asc,"AI chatbot released, Facebook launched, Euro currency introduced, First social media platform, First mobile phone call, Black Monday market crash, Pioneer 10 exits Solar System, First Rugby World Cup held, Shakespeare's Globe opens, First bionic limb fitted, First computer built, Vietnam War: US ground troops arrive, Miracle on Ice occurs, First Hot Air Balloon Flight, First Text Message Sent","Euro currency introduced, AI chatbot released, Facebook launched, First mobile phone call, Pioneer 10 exits Solar System, Black Monday market crash, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, First Text Message Sent, First Hot Air Balloon Flight, Miracle on Ice occurs, First social media platform, First computer built, Vietnam War: US ground troops arrive","""AI chatbot released"", ""Facebook launched"", ""Euro currency introduced"", ""First mobile phone call"", ""Black Monday market crash"", ""First Rugby World Cup held"", ""Shakespeare's Globe opens"", ""First bionic limb fitted"", ""First computer built"", ""Vietnam War: US ground troops arrive"", ""First Hot Air Balloon Flight"", ""First Text Message Sent"", ""Miracle on Ice occurs""",0,0,gemini:gemini-2.0-flash
run_0017,"Which events, sorted by decreasing duration, occurred?",dur.each_desc,"First Hot Air Balloon Flight, First Text Message Sent, Miracle on Ice occurs, Vietnam War: US ground troops arrive, First computer built, First bionic limb fitted, Shakespeare's Globe opens, First Rugby World Cup held, Pioneer 10 exits Solar System, Black Monday market crash, First social media platform, First mobile phone call, Euro currency introduced, Facebook launched, AI chatbot released","First Hot Air Balloon Flight, Miracle on Ice occurs, First Text Message Sent, Vietnam War: US ground troops arrive, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, Black Monday market crash, First computer built, Pioneer 10 exits Solar System, First mobile phone call, Euro currency introduced, First social media platform, Facebook launched, AI chatbot released","First Text Message Sent, Vietnam War: US ground troops arrive, First computer built, First Hot Air Balloon Flight, First bionic limb fitted, Shakespeare's Globe opens, First Rugby World Cup held, Pioneer 10 exits Solar System, Black Monday market crash, First mobile phone call, First social media platform, Euro currency introduced, Miracle on Ice occurs, Facebook launched, AI chatbot released",0,0,gemini:gemini-2.0-flash
run_0017,How many days separate each successive event?,int.between_consecutive,"1 days, 2 days, 9 days, 17 days, 19 days, 1 days, 1 days, 8 days, 10 days, 3 days, 9 days, 0 days, 16 days, 4 days",,"9, 11, 10, 18, 2, 10, 1, 17, 5",0,0,gemini:gemini-2.0-flash
run_0017,Does Vietnam War: US ground troops arrive occur before First Rugby World Cup held?,int.precedes,no,Yes,Yes,0,0,gemini:gemini-2.0-flash
run_0017,List the events that occur between First mobile phone call and Pioneer 10 exits Solar System.,list.between,,,"First computer built, Shakespeare's Globe opens, First Rugby World Cup held, First bionic limb fitted, Black Monday market crash, Facebook launched, AI chatbot released, Vietnam War: US ground troops arrive, First social media platform, First Hot Air Balloon Flight, First Text Message Sent",1,0,gemini:gemini-2.0-flash
run_0018,List the events in chronological order.,order.full,"First Autonomous Car Tested, Florin introduced in Florence, First UFC event held, Common Core Standards Released, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, Dissolution of the Soviet Union, First stock exchange established, First Transcontinental Railroad Completed, First smartphone released, Apollo 8 orbits Moon, Equal Rights Amendment Passed, First mass production line, First Space Shuttle Launch, Roe v. Wade Decision","First Autonomous Car Tested, First UFC event held, Common Core Standards Released, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, Dissolution of the Soviet Union, First stock exchange established, First Transcontinental Railroad Completed, Apollo 8 orbits Moon, First smartphone released, Equal Rights Amendment Passed, First mass production line, First Space Shuttle Launch","Equal Rights Amendment Passed, Apollo 8 orbits Moon, First mass production line, First Space Shuttle Launch, First Autonomous Car Tested, Florin introduced in Florence, First UFC event held, Common Core Standards Released, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, Dissolution of the Soviet Union, First stock exchange established, First Transcontinental Railroad Completed, First smartphone released, Roe v. Wade Decision",0,0,gemini:gemini-2.0-flash
run_0018,List the events in reverse chronological order.,order.reverse,"Roe v. Wade Decision, First Space Shuttle Launch, First mass production line, Equal Rights Amendment Passed, Apollo 8 orbits Moon, First smartphone released, First Transcontinental Railroad Completed, First stock exchange established, Dissolution of the Soviet Union, Pioneer 10 exits Solar System, First Motorized Scooter Introduced, Common Core Standards Released, First UFC event held, Florin introduced in Florence, First Autonomous Car Tested","Roe v. Wade Decision, First Space Shuttle Launch, First mass production line, Equal Rights Amendment Passed, First smartphone released, Apollo 8 orbits Moon, First Transcontinental Railroad Completed, First stock exchange established, Dissolution of the Soviet Union, Pioneer 10 exits Solar System, First Motorized Scooter Introduced, Common Core Standards Released, First UFC event held, Florin introduced in Florence, First Autonomous Car Tested","First smartphone released, Apollo 8 orbits Moon, Equal Rights Amendment Passed, First mass production line, First Space Shuttle Launch, Roe v. Wade Decision, First stock exchange established, First Transcontinental Railroad Completed, First UFC event held, Common Core Standards Released, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, Dissolution of the Soviet Union, Florin introduced in Florence, First Autonomous Car Tested",1,0,gemini:gemini-2.0-flash
run_0018,Identify the 3rd event chronologically.,order.nth,First UFC event held,First UFC event held,Equal Rights Amendment Passed,1,0,gemini:gemini-2.0-flash
run_0018,For how many days did Common Core Standards Released occur?,dur.single,11 days,11 days,11 days,1,1,gemini:gemini-2.0-flash
run_0018,Which event lasted the longest?,dur.longest,First UFC event held,Equal Rights Amendment Passed,First UFC event held,0,1,gemini:gemini-2.0-flash
run_0018,What event had the minimum duration?,dur.shortest,First Space Shuttle Launch,First Space Shuttle Launch,First Space Shuttle Launch,1,1,gemini:gemini-2.0-flash
run_0018,Did First smartphone released or Roe v. Wade Decision occur first?,order.first,First smartphone released,First smartphone released,First smartphone released,1,1,gemini:gemini-2.0-flash
run_0018,What is the first and last event?,order.first_last,"First Autonomous Car Tested, Roe v. Wade Decision","First Autonomous Car Tested, Roe v. Wade Decision","Equal Rights Amendment Passed, First UFC event held",1,0,gemini:gemini-2.0-flash
run_0018,Events occurring more than 3 times?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0018,Which events have the same occurrence count?,count.same,"First Autonomous Car Tested, Florin introduced in Florence, First UFC event held, Common Core Standards Released, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, Dissolution of the Soviet Union, First stock exchange established, First Transcontinental Railroad Completed, First smartphone released, Apollo 8 orbits Moon, Equal Rights Amendment Passed, First mass production line, First Space Shuttle Launch, Roe v. Wade Decision",First Space Shuttle Launch,,0,0,gemini:gemini-2.0-flash
run_0018,How many days passed between Florin introduced in Florence ending and First Space Shuttle Launch starting?,int.between,236 days,236 days,-4 days,1,0,gemini:gemini-2.0-flash
run_0018,Count of events in the timeline?,order.count,15,15,15,1,1,gemini:gemini-2.0-flash
run_0018,Which event is in the middle of the sequence?,order.middle,First stock exchange established,Dissolution of the Soviet Union,First mass production line,0,0,gemini:gemini-2.0-flash
run_0018,Compute the mean event duration.,dur.average,11 days,14 days,10 days,0,1,gemini:gemini-2.0-flash
run_0018,List events with durations in ascending order.,dur.each_asc,"First Space Shuttle Launch, Apollo 8 orbits Moon, First smartphone released, First Motorized Scooter Introduced, First Transcontinental Railroad Completed, Pioneer 10 exits Solar System, Florin introduced in Florence, Roe v. Wade Decision, First mass production line, Common Core Standards Released, Dissolution of the Soviet Union, First stock exchange established, First Autonomous Car Tested, Equal Rights Amendment Passed, First UFC event held","First smartphone released, Apollo 8 orbits Moon, First Transcontinental Railroad Completed, Pioneer 10 exits Solar System, First Motorized Scooter Introduced, Dissolution of the Soviet Union, Common Core Standards Released, First stock exchange established, Equal Rights Amendment Passed, First mass production line, First Autonomous Car Tested, First UFC event held, Roe v. Wade Decision, First Space Shuttle Launch, Florin introduced in Florence","First Space Shuttle Launch, Apollo 8 orbits Moon, First smartphone released, First Motorized Scooter Introduced, First Transcontinental Railroad Completed, Pioneer 10 exits Solar System, Florin introduced in Florence, Roe v. Wade Decision, First mass production line, Dissolution of the Soviet Union, First stock exchange established, Equal Rights Amendment Passed, First Autonomous Car Tested, First UFC event held",0,0,gemini:gemini-2.0-flash
run_0018,List events with durations in descending order.,dur.each_desc,"First UFC event held, Equal Rights Amendment Passed, First Autonomous Car Tested, First stock exchange established, Dissolution of the Soviet Union, Common Core Standards Released, First mass production line, Florin introduced in Florence, Roe v. Wade Decision, Pioneer 10 exits Solar System, First Motorized Scooter Introduced, First Transcontinental Railroad Completed, First smartphone released, Apollo 8 orbits Moon, First Space Shuttle Launch","First Autonomous Car Tested, Equal Rights Amendment Passed, First stock exchange established, Dissolution of the Soviet Union, Common Core Standards Released, First Transcontinental Railroad Completed, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, First mass production line, Florin introduced in Florence, Roe v. Wade Decision, Apollo 8 orbits Moon, First smartphone released, First Space Shuttle Launch, First UFC event held","First UFC event held, Equal Rights Amendment Passed, Dissolution of the Soviet Union, First stock exchange established, Florin introduced in Florence, First mass production line, Pioneer 10 exits Solar System, First Motorized Scooter Introduced, First Transcontinental Railroad Completed, First smartphone released, Apollo 8 orbits Moon, First Space Shuttle Launch",0,0,gemini:gemini-2.0-flash
run_0018,How many days separate each successive event?,int.between_consecutive,"17 days, 7 days, 4 days, 6 days, 1 days, 12 days, 18 days, 6 days, 16 days, 8 days, 4 days, 12 days, 15 days, 11 days","First UFC event held, Common Core Standards Released: 4 days
Common Core Standards Released, First Motorized Scooter Introduced: 7 days
First Motorized Scooter Introduced, Dissolution of the Soviet Union: 20 days
Dissolution of the Soviet Union, Pioneer 10 exits Solar System: 12 days
Pioneer 10 exits Solar System, First stock exchange established: 46 days
First stock exchange established, First Transcontinental Railroad Completed: 6 days
First Transcontinental Railroad Completed, Apollo 8 orbits Moon: 28 days
Apollo 8 orbits Moon, First smartphone released: 18 days
First smartphone released, Equal Rights Amendment Passed: 15 days
Equal Rights Amendment Passed, First mass production line: 13 days
First mass production line, First Space Shuttle Launch: 15 days","13, 9, 5, 17, 9, 5, 16, 13, 19, 7, 17, 7, 18, 8, 5",0,0,gemini:gemini-2.0-flash
run_0018,Is Equal Rights Amendment Passed earlier than Roe v. Wade Decision?,int.precedes,yes,Yes,Yes,1,1,gemini:gemini-2.0-flash
run_0018,What events fall between First Transcontinental Railroad Completed and Florin introduced in Florence?,list.between,"First UFC event held, Common Core Standards Released, First Motorized Scooter Introduced, Pioneer 10 exits Solar System, Dissolution of the Soviet Union, First stock exchange established",,"First smartphone released, Apollo 8 orbits Moon, Equal Rights Amendment Passed, First mass production line, First Space Shuttle Launch",0,0,gemini:gemini-2.0-flash
run_0019,List the events in chronological order.,order.full,"Donald Trump elected US President, First YouTube Video Uploaded, Euro currency introduced, Me Too movement gains momentum, Louvre Museum opens, Federal Reserve Act signed, Deepwater Horizon spill, First U.S. income tax enacted, Nepal earthquake, First Online University Founded, Black Monday market crash, First Commercial Drone Delivery, Shakespeare's Globe opens, Six‑Day War begins, First photograph taken","Donald Trump elected US President, First YouTube Video Uploaded, Euro currency introduced, Me Too movement gains momentum, Louvre Museum opens, Federal Reserve Act signed, Deepwater Horizon spill, First U.S. income tax enacted, Nepal earthquake, First Online University Founded, Black Monday market crash, First Commercial Drone Delivery, Shakespeare's Globe opens, Six‑Day War begins, First photograph taken","Me Too movement gains momentum, Louvre Museum opens, Federal Reserve Act signed, Deepwater Horizon spill, First U.S. income tax enacted, Nepal earthquake, First Online University Founded, Black Monday market crash, First Commercial Drone Delivery, Shakespeare's Globe opens, Six‑Day War begins, First photograph taken, Donald Trump elected US President, First YouTube Video Uploaded, Euro currency introduced",1,0,gemini:gemini-2.0-flash
run_0019,List the events in reverse chronological order.,order.reverse,"First photograph taken, Six‑Day War begins, Shakespeare's Globe opens, First Commercial Drone Delivery, Black Monday market crash, First Online University Founded, Nepal earthquake, First U.S. income tax enacted, Deepwater Horizon spill, Federal Reserve Act signed, Louvre Museum opens, Me Too movement gains momentum, Euro currency introduced, First YouTube Video Uploaded, Donald Trump elected US President","First photograph taken, Six‑Day War begins, Shakespeare's Globe opens, First Commercial Drone Delivery, Black Monday market crash, First Online University Founded, Nepal earthquake, First U.S. income tax enacted, Deepwater Horizon spill, Federal Reserve Act signed, Louvre Museum opens, Me Too movement gains momentum, Euro currency introduced, First YouTube Video Uploaded, Donald Trump elected US President","Louvre Museum opens, Federal Reserve Act signed, Deepwater Horizon spill, Nepal earthquake, First Online University Founded, Me Too movement gains momentum, Euro currency introduced, First YouTube Video Uploaded, First U.S. income tax enacted, First Commercial Drone Delivery, Black Monday market crash, First photograph taken, Six‑Day War begins, Shakespeare's Globe opens, Donald Trump elected US President",1,0,gemini:gemini-2.0-flash
run_0019,Which event is the 3rd in the sequence?,order.nth,Euro currency introduced,First YouTube Video Uploaded,First Commercial Drone Delivery,0,0,gemini:gemini-2.0-flash
run_0019,Duration of Nepal earthquake?,dur.single,13 days,12 days,13 days,1,1,gemini:gemini-2.0-flash
run_0019,Identify the longest-lasting event.,dur.longest,Me Too movement gains momentum,First U.S. income tax enacted,Shakespeare's Globe opens,0,0,gemini:gemini-2.0-flash
run_0019,What event had the minimum duration?,dur.shortest,Louvre Museum opens,Louvre Museum opens,Louvre Museum opens,1,1,gemini:gemini-2.0-flash
run_0019,Did Black Monday market crash or Euro currency introduced occur first?,order.first,Euro currency introduced,Euro currency introduced,Black Monday market crash,1,0,gemini:gemini-2.0-flash
run_0019,Identify the earliest and latest events.,order.first_last,"Donald Trump elected US President, First photograph taken","Donald Trump elected US President, First photograph taken","Donald Trump elected US President, Nepal earthquake",1,0,gemini:gemini-2.0-flash
run_0019,Which items exceed 4 occurrences?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0019,Identify events sharing the same frequency.,count.same,"Donald Trump elected US President, First YouTube Video Uploaded, Euro currency introduced, Me Too movement gains momentum, Louvre Museum opens, Federal Reserve Act signed, Deepwater Horizon spill, First U.S. income tax enacted, Nepal earthquake, First Online University Founded, Black Monday market crash, First Commercial Drone Delivery, Shakespeare's Globe opens, Six‑Day War begins, First photograph taken",,,0,0,gemini:gemini-2.0-flash
run_0019,Interval between Donald Trump elected US President end and Euro currency introduced start?,int.between,39 days,40 days,36 days,1,0,gemini:gemini-2.0-flash
run_0019,How many events are there?,order.count,15,15,14,1,0,gemini:gemini-2.0-flash
run_0019,Identify the middle event chronologically.,order.middle,First U.S. income tax enacted,Federal Reserve Act signed,First YouTube Video Uploaded,0,0,gemini:gemini-2.0-flash
run_0019,Compute the mean event duration.,dur.average,16 days,20 days,15 days,0,1,gemini:gemini-2.0-flash
run_0019,List events with durations in ascending order.,dur.each_asc,"Louvre Museum opens, Deepwater Horizon spill, First photograph taken, Six‑Day War begins, Black Monday market crash, Nepal earthquake, Euro currency introduced, First Online University Founded, Federal Reserve Act signed, First YouTube Video Uploaded, Donald Trump elected US President, First U.S. income tax enacted, Shakespeare's Globe opens, First Commercial Drone Delivery, Me Too movement gains momentum","Louvre Museum opens, Deepwater Horizon spill, First photograph taken, Six‑Day War begins, Nepal earthquake, First Online University Founded, Black Monday market crash, First Commercial Drone Delivery, Shakespeare's Globe opens, Donald Trump elected US President, First YouTube Video Uploaded, Euro currency introduced, Me Too movement gains momentum, First U.S. income tax enacted","""Louvre Museum opens"", ""Deepwater Horizon spill"", ""First photograph taken"", ""Six‑Day War begins"", ""Black Monday market crash"", ""Nepal earthquake"", ""Euro currency introduced"", ""First Online University Founded"", ""Federal Reserve Act signed"", ""First YouTube Video Uploaded"", ""Me Too movement gains momentum"", ""First Commercial Drone Delivery"", ""First U.S. income tax enacted"", ""Shakespeare's Globe opens""",0,0,gemini:gemini-2.0-flash
run_0019,List events with durations in descending order.,dur.each_desc,"Me Too movement gains momentum, First Commercial Drone Delivery, Shakespeare's Globe opens, First U.S. income tax enacted, Donald Trump elected US President, First YouTube Video Uploaded, Federal Reserve Act signed, Euro currency introduced, First Online University Founded, Nepal earthquake, Black Monday market crash, Six‑Day War begins, First photograph taken, Deepwater Horizon spill, Louvre Museum opens","First U.S. income tax enacted, First Commercial Drone Delivery, Shakespeare's Globe opens, Me Too movement gains momentum, Nepal earthquake, First Online University Founded, Black Monday market crash, Euro currency introduced, Federal Reserve Act signed, Deepwater Horizon spill, First photograph taken, Six‑Day War begins, Louvre Museum opens, First YouTube Video Uploaded, Donald Trump elected US President","Shakespeare's Globe opens, Me Too movement gains momentum, Black Monday market crash, Federal Reserve Act signed, Euro currency introduced, Nepal earthquake, First Online University Founded, Donald Trump elected US President, First photograph taken, Six‑Day War begins, Deepwater Horizon spill, Louvre Museum opens",0,0,gemini:gemini-2.0-flash
run_0019,List the days between each pair of consecutive events.,int.between_consecutive,"0 days, 19 days, 16 days, 9 days, 12 days, 19 days, 1 days, 14 days, 6 days, 17 days, 4 days, 8 days, 6 days, 5 days","1, 148, 33, 25, 79, 12, 78, 14, 88, 17, 16, 32, 84, 7","10 days, 13 days, 20 days, 2 days, 15 days, 7 days, 18 days, 5 days, 9 days, 7 days, 6 days, 20 days, 1 days, 17 days",0,0,gemini:gemini-2.0-flash
